Product_name,price,rating,Delivery_date,num_of_rating,In The Box,Model Number,Model Name,Color,Browse Type,SIM Type,Hybrid Sim Slot,Touchscreen,OTG Compatible,Quick Charging,Sound Enhancements,Display Size,Resolution,Resolution Type,GPU,Display Type,Other Display Features,Operating System,Processor Brand,Processor Type,Processor Core,Primary Clock Speed,Secondary Clock Speed,Operating Frequency,Internal Storage,RAM,Expandable Storage,Supported Memory Card Type,Memory Card Slot Type,Primary Camera Available,Primary Camera,Primary Camera Features,Secondary Camera Available,Secondary Camera,Secondary Camera Features,Flash,HD Recording,Full HD Recording,Video Recording,Video Recording Resolution,Digital Zoom,Frame Rate,Dual Camera Lens,Speaker Phone,Network Type,Supported Networks,Internet Connectivity,3G,Micro USB Version,Bluetooth Support,Bluetooth Version,Wi-Fi,Wi-Fi Version,Wi-Fi Hotspot,USB Connectivity,Audio Jack,GPS Support,Smartphone,SIM Size,SMS,Sensors,Upgradable Operating System,Other Features,GPS Type,FM Radio,FM Radio Recording,Battery Capacity,Width,Height,Depth,Weight,Warranty Summary,Domestic Warranty,SAR Value,Call Log Memory,Image Editor,Call Wait/Hold,Conference Call,Hands Free,Call Divert,Phone Book,Call Timer,Call Records,GPRS,Micro USB Port,Mini HDMI Port,NFC,USB Tethering,Infrared,Map Support,Touchscreen Type,User Interface,Instant Message,Removable Battery,MMS,Keypad,Voice Input,Predictive Text Input,Browser,Music Player,Battery Type,Warranty Service Type,Total Memory,EDGE,User Memory,Additional Content,Tertiary Clock Speed,Optical Zoom,Graphics PPI,HD Game Support,Display Colors,Video Call Support,Speed Dialing,Logs,3G Speed,Pre-installed Browser,Mini USB Port,Social Networking Phone,Business Phone,SIM Access,Series,Ringtones Format,DLNA Support,Audio Formats,Video Formats,Dual Battery,Covered in Warranty,Supported Languages,Important Apps,TV Out,Mobile Tracker,Talk Time,Not Covered in Warranty,Phone Book Memory,Java Application,JAVA Support,Keypad Type,SMS Memory,Games
"MOTOROLA g24 Power (Glacier Blue, 128 GB)  (4 GB RAM)","₹7,999",4.2,"10 May, Friday","6,972 Ratings &","Handset, 33W TurboPower Charger, USB Type-C Cable, Sim Tool, Guides, Protective Case",PB1C0001IN,g24 Power,Glacier Blue,Smartphones,Dual Sim,No,Yes,Yes,Yes,"Stereo speakers, Dolby Atmos Support",16.76 cm (6.6 inch),1612 x 720 Pixels,HD+,Arm Mali-G52 MP2,HD+ IPS LCD Display,90Hz Refresh Rate,Android 14,Mediatek,Helio G85,Octa Core,2 GHz,1.7 GHz,"4G LTE: B1/B2/B3/B5/B7/B8/B20/B28/B38/B40/B41, 3G UMTS: B1/B2/B5/B8, 2G GSM: B2/B3/B5/B8",128 GB,4 GB,1 TB,MicroSD,Dedicated Slot,Yes,50MP + 2MP,"Dual Camera Setup: 50MP Main Camera (f/1.8 Aperture, 0.63um Pixel Size, Quad Pixel Technology for 1.28um, PDAF) + 2MP Macro Vision Camera (f/2.4 Aperture, 1.75um Pixel Size, Fixed Focus), Features: Night Vision, Portrait, Live Filters, Panorama, Pro Mode (W/ Long Exposure), Dual Capture, Photo Burst Shot, RAW Photo Output, Active Photos, Auto Smile Capture, Google Lens Integration, Spot Color, Shot Optimization, Auto Night Vision, HDR, Timer, Assistive Grid, Leveler, Watermark, Barcode Scanner",Yes,16MP Front Camera,"Front Camera Setup: 16MP (f/2.4 Aperture, 1.0um Pixel Size)",Single LED Flash,Yes,Yes,Yes,"Rear Camera: Main Camera (FHD (at 30 fps)), Macro Camera (HD (at 30 fps))",Upto 4X,30 fps,Primary Camera,Yes,"2G, 3G, 4G","4G LTE, GSM, UMTS","4G, 3G, Wi-Fi",Yes,Type C Port (USB 2.0),Yes,v5.2,Yes,Wi-Fi 802.11 a/b/g/n/ac (2.4 GHz | 5 GHz),Yes,Yes,3.5mm,Yes,Yes,Nano Sim,Yes,"Accelerometer, Proximity Sensor, Ambient Light Sensor, Sensor Hub, Fingerprint Reader, E-Compass, SAR Sensor, Gyroscope","1 OS Upgrade, 3 Years SMRs","4 GB RAM Boost, 30W Device Charging Capable, Water Repellent Design, Display: Ambient Display, Gestures: Quick Capture, Fast Flashlight, Three Finger Screenshot, Sidebar, Double Press Power Key, Press and Hold Power Button","GPS, A-GPS, GLONASS, GALILEO, LTEPP, SUPL",Yes,Yes,6000 mAh,74.53 mm,163.49 mm,8.99 mm,196 g,1 Year on Handset and 6 Months on Accessories,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"REDMI 13C (Stardust Black, 128 GB)  (4 GB RAM)","₹7,699",4.3,"10 May, Friday","12,122 Ratings &","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",MZB0FOPIN,13C,Stardust Black,Smartphones,Dual Sim,No,Yes,Yes,Yes,,17.12 cm (6.74 inch),1650 x 720 Pixels,HD+,Arm Mali-G52 MC2,HD+ 90Hz Display,Corning Gorilla Glass 3 Protection,Android 13,Mediatek,Helio G85,Octa Core,2 GHz,1.8 GHz,"2G GSM: B2/B3/B5/B8, 3G WCDMA: B1/B5/B8, 4G LTE TDD: B38/B40/B41, 4G LTE FDD: B1/B3/B5/B7/B8/B20/B35",128 GB,4 GB,1 TB,,,Yes,50MP Rear Camera,"Triple AI Camera Setup: 50MP (f/1.8 Aperture, 1.28um (4-in-1) Pixel Size + 2MP Macro Camera, Camera Features: AI Portrait Mode, 50MP Mode, Film Filters, Timelapse, Night Mode, Voice Shutter, Tilt Shift, Timed Burst, Video Features: 1080p Recording, Timelapse Video",Yes,8MP Front Camera,"Front Camera Setup: 8MP, Features: AI Portrait Mode, HDR, Palm Shutter, Voice Shutter, Film Filters, Time Burst",Rear Flash,Yes,Yes,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps)|Front Camera: 1080p (at 30 fps), 720p (at 30 fps)",Upto 10X,90 Hz,Primary Camera,Yes,"4G VOLTE, 4G, 3G, 2G","4G VoLTE, 4G LTE, WCDMA, GSM","4G, 3G, Wi-Fi, EDGE, GPRS",Yes,Type-C,Yes,v5.3,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,Yes,3.5mm,Yes,Yes,Nano Sim,Yes,"Accelerometer, Side Fingerprint Sensor, Ambient Light Sensor, Proximity Sensor (Ultrasonic)",,"MIUI Dialer, Support 18W Fast Charging, 4 GB Turbo RAM","GPS, AGPS, GLONASS, GALILEO, BEIDOU",Yes,Yes,5000 mAh,,168 mm,8.09 mm,192 g,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,1 Year,"SAR Limit: 1.6 W/kg, Head: 0.809 W/kg, Body: 0.856 W/kg",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Google Maps,Capacitive,Android 13 (Based on MIUI 14),Yes,No,Yes,No,Yes,Yes,Google Chrome,Yes,Lithium Polymer,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"REDMI 13C (Starshine Green, 128 GB)  (4 GB RAM)","₹7,699",4.3,"10 May, Friday","12,122 Ratings &","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",MZB0FW5IN,13C,Starshine Green,Smartphones,Dual Sim,No,Yes,Yes,Yes,,17.12 cm (6.74 inch),1650 x 720 Pixels,HD+,Arm Mali-G52 MC2,HD+ 90Hz Display,Corning Gorilla Glass 3 Protection,Android 13,Mediatek,Helio G85,Octa Core,2 GHz,1.8 GHz,"2G GSM: B2/B3/B5/B8, 3G WCDMA: B1/B5/B8, 4G LTE TDD: B38/B40/B41, 4G LTE FDD: B1/B3/B5/B7/B8/B20/B35",128 GB,4 GB,1 TB,,,Yes,50MP Rear Camera,"Triple AI Camera Setup: 50MP (f/1.8 Aperture, 1.28um (4-in-1) Pixel Size + 2MP Macro Camera, Camera Features: AI Portrait Mode, 50MP Mode, Film Filters, Timelapse, Night Mode, Voice Shutter, Tilt Shift, Timed Burst, Video Features: 1080p Recording, Timelapse Video",Yes,8MP Front Camera,"Front Camera Setup: 8MP, Features: AI Portrait Mode, HDR, Palm Shutter, Voice Shutter, Film Filters, Time Burst",Rear Flash,Yes,Yes,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps)|Front Camera: 1080p (at 30 fps), 720p (at 30 fps)",Upto 10X,90 Hz,Primary Camera,Yes,"4G VOLTE, 4G, 3G, 2G","4G VoLTE, 4G LTE, WCDMA, GSM","4G, 3G, Wi-Fi, EDGE, GPRS",Yes,Type-C,Yes,v5.3,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,Yes,3.5mm,Yes,Yes,Nano Sim,Yes,"Accelerometer, Side Fingerprint Sensor, Ambient Light Sensor, Proximity Sensor (Ultrasonic)",,"MIUI Dialer, Support 18W Fast Charging, 4 GB Turbo RAM","GPS, AGPS, GLONASS, GALILEO, BEIDOU",Yes,Yes,5000 mAh,,168 mm,8.09 mm,192 g,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,1 Year,"SAR Limit: 1.6 W/kg, Head: 0.809 W/kg, Body: 0.856 W/kg",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Google Maps,Capacitive,Android 13 (Based on MIUI 14),Yes,No,Yes,No,Yes,Yes,Google Chrome,Yes,Lithium Polymer,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POCO C65 (Pastel Blue, 128 GB)  (4 GB RAM)","₹6,799",4.2,"10 May, Friday","13,648 Ratings &","Handset, 10W Charger, USB Type-C Cable, Sim Eject Tool, Quick Start Guide, Warranty Card",MZB0G8NIN,C65,Pastel Blue,Smartphones,Dual Sim,No,Yes,Yes,Yes,,17.12 cm (6.74 inch),1650 x 720 Pixels,HD+,Arm Mali-G52 MC2,HD+ 90Hz Display with Corning Gorilla Glass 3 Protection,,Android 13,Mediatek,Helio G85,Octa Core,2 GHz,1.8 GHz,"2G GSM: B2/B3/B5/B8, 3G WCDMA: B1/B5/B8, 4G LTE TDD: B38/B40/B41, 4G LTE FDD: B1/B3/B5/B7/B8/B20/B30",128 GB,4 GB,1 TB,,Dedicated Slot,Yes,50MP + AI Lens + 2MP,"Triple AI Camera Setup: 50MP Main Camera (f/1.8 Aperture, 1.28um 4-in-1 Pixel Size) + AI Lens + 2MP Macro Camera, Features: AI Portrait Mode, 50MP Mode, Film Filters, Timelapse, Night Mode, Voice Shutter, Tilt Shift, Timed Burst, Video Features: 1080p Recording Timelapse",Yes,8MP Front Camera,"8MP Front Camera Setup: Features: AI Portrait Mode, HDR, Palm Shutter, Voice Shutter, Film Filters, Time Burst",Rear Flash,Yes,Yes,Yes,"Rear Camera: 1080p (at 30 fps), 720p (at 30 fps) | Front Camera: 1080p (at 30 fps), 720p (at 30 fps)",Upto 10X,90 Hz,Primary Camera,Yes,"2G, 3G, 4G, 4G VOLTE","4G LTE, 4G VoLTE, GSM, WCDMA","4G, 3G, Wi-Fi, EDGE, GPRS",Yes,Type-C,Yes,v5.3,Yes,Supports 2.4 GHz and 5 GHz Dual Band,Yes,Yes,3.5mm,Yes,Yes,Nano Sim,Yes,"Accelerometer, Side Fingerprint Sensor, Ambient Light Sensor, Proximity Sensor (Ultrasonic)",,MIUI Dialer,"GPS, AGPS, GLONASS, GALILEO, BEIDOU",Yes,Yes,5000 mAh,,168 mm,8.09 mm,192 g,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,1 Year,"SAR Limit: 1.6 W/kg, Head SAR: 0.809 W/kg, Body SAR: 0.856 W/kg",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Google Maps,Capacitive,Android 13 (Based on MIUI 14),Yes,No,Yes,No,Yes,Yes,Google Chrome,Yes,Lithium Polymer,NA,128 GB,Yes,103.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Motorola Edge 50 Pro 5G with 68W Charger (Black Beauty, 256 GB)  (8 GB RAM)","₹30,999",4.4,"10 May, Friday","6,073 Ratings &","Handset, 68W TurboPower Charger (Phone Capable of 125W Wired Charging), USB Type-C to USB Type-C Cable, Guides, Sim Tool, Protective Case, Protective Film",PB3M0000IN,Edge 50 Pro 5G,Black Beauty,Smartphones,Dual Sim,No,Yes,Yes,Yes,"Dual Stereo Speakers, Tuning by Dolby Atmos, Spatial Sound by Motorola",17.02 cm (6.7 inch),2712 x 1220 Pixels,,,Super HD 1.5K Display,"Screen-to-Body Ratio: 90.75%, pOLED, HDR10+, 10-bit, Over a Billion Shades of Color, 100% DCI-P3 Color Space, 144Hz Refresh Rate, Touch Rate: 360Hz (Gaming Mode), DC Dimming, LTPS, Peak Brightness: 2000 nits",Android 14,Snapdragon,7 Gen 3 Mobile Platform,Octa Core,2.63 GHz,2.4 GHz,"5G: n1/n2/n3/n5/n7/n8/n20/n26/n28/n38/n40/n41/n66/n77/n78, 4G LTE: B1/B2/B3/B4/B5/B7/B8/B12/B13/B17/B18/B19/B20/B26/B28/B32/B38/B39/B40/B41/B42/B43/B48/B66, 3G UMTS: B1/B2/B4/B5/B8, 2G GSM: B2/B3/B5/B8",256 GB,8 GB,,,,Yes,50MP + 13MP + 10MP,"Triple Camera Setup: 50MP Main Camera (1/1.3 inch Optical Format, f/1.4 Aperture, 1.0?m Pixel Size (Quad Pixel Technology for 2.0um), Omni Directional PDAF, Optical Image Stabilization) + 13MP Ultrawide Angle Camera (FOV: 120 Degree, Macro Vision, f/2.2 Aperture, 1.12um Pixel Size, Autofocus) + 10MP Telephoto Camera (3X Optical Zoom, f/2.0 Aperture, 1.0um Pixel Size, Autofocus, Optical Image Stabilization), Features: Laser Autofocus (Time-of-Flight), 3-in-1 Sensor (Exposure, Auto White Balance, Flicker), Shooting Modes: Portrait (24mm/35mm/50mm/85mm), Macro, Long Exposure, Timelapse, Dual Capture, Ultra-Res, Night Vision, Tilt-Shift, Pro, Scan (Powered by Adobe Scan), 360 Degree Panorama, Artificial Intelligence: Photo Enhancement Engine, Auto Smile Capture, Gesture Capture, Google Lens Integration, Shot Optimization, Smart High Resolution, Style Sync, Other Features (Google Photos Auto Enhance, Pantone Validated Color & Pantone Skintone Validated, Super Resolution Zoom, Hybrid Zoom: 30X, Burst Shot, Timer, Assistive Grid, Leveler, Metering Mode, Watermark, Live Filters, Selfie Photo Mirror, Selfie Stick Support, RAW Photo Output, QR/Barcode Scanner, Quick Capture (Twist-Twist)",Yes,50MP Front Camera,"Front Camera Setup: 50MP Camera (f/1.9 Aperture, 0.64um Pixel Size (Quad Pixel Technology for 1.28um), Autofocus), Features: Portrait (W/ Group Selfie & Smart Adjustments), Photo Booth, Pro, Dual Capture, Spot Color, Artificial Intelligence (Photo Enhancement Engine, Auto Smile Capture, Gesture Capture, Google Photos Auto Enhance), Other Features (Burst Shot, Timer, Assistive Grid, Leveler, Metering Mode, Watermark, Live Filters, Selfie Photo Mirror, Selfie Stick Support, RAW Photo Output, HDR, Quick Capture (Twist-Twist)",Single LED Flash,Yes,Yes,Yes,"Rear Camera: Main Camera [4K UHD (at 30 fps), FHD (at 60 fps/at 30 fps), 4K UHD HDR10+ (at 30 fps), FHD HDR10+ (at 30 fps W/EIS), Slow Motion: FHD (at 240 fps/at 120 fps)], Ultrawide/Macro Camera [4K UHD (at 30 fps), FHD (at 30 fps)], Rear Telephoto Camera [4K UHD (at 30 fps), FHD (at 60 fps/at 30 fps)]",,"240 fps, 120 fps, 60 fps, 30 fps",Primary Camera,Yes,"2G, 3G, 4G, 5G","4G LTE, 5G, GSM, UMTS","5G, 4G, 3G, Edge, Wi-Fi",Yes,Type C Port (USB 3.1),Yes,v5.4,Yes,"Wi-Fi 802.11 a/b/g/n/ac/ax (2.4 GHz | 5 GHz | 6 GHz), Wi-Fi 6E",Yes,Yes,,Yes,Yes,,Yes,"Proximity Sensor, 3-in-1 Sensor (Exposure, Auto White Balance, Flicker), Time of Flight, Accelerometer, Gyroscope, SAR Sensor, Magnetometer (Compass)","3 Years OS Upgrade, 4 Years of SMRs","UFS 2.2, Display Certification: Amazon HD Streaming, Netflix HD Streaming, SGS Low Blue Light, SGS Low Motion Blur, Pantone Display Color Calibration, Upto 50W, Wireless Charging, 10W Wireless Power Sharing, IP68 Water Protection, Frame: Sandblasted Aluminum, Rear: Silicone Vegan Leather (or Acetate), DisplayPort 1.4, Dual Microphones, Security: On Screen Fingerprint Reader, Face Unlock, ThinkShield, Moto Secure","GPS, AGPS, LTEPP, SUPL, GLONASS, GALILEO, NAVIC",,,4500 mAh,72.4 mm,161.23 mm,8.19 mm,186 g,1 Year on Handset and 6 Months on Accessories,1 Year,"Head: 1.08 W/kg (at 1g), Body: 1.08 W/kg (at 1g)",,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,Yes,,with 68W Charger,1.8 GHz,Yes,446 PPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MOTOROLA g24 Power (Ink blue, 128 GB)  (8 GB RAM)","₹8,999",4.2,"10 May, Friday","6,578 Ratings &","Handset, 33W TurboPower Charger, USB Type-C Cable, Sim Tool, Guides, Protective Case",PB1C0002IN,g24 Power,Ink blue,Smartphones,Dual Sim,No,Yes,Yes,Yes,"Stereo speakers, Dolby Atmos Support",16.76 cm (6.6 inch),1612 x 720 Pixels,HD+,Arm Mali-G52 MP2,HD+ IPS LCD Display,90Hz Refresh Rate,Android 14,Mediatek,Helio G85,Octa Core,2 GHz,1.7 GHz,"4G LTE: B1/B2/B3/B5/B7/B8/B20/B28/B38/B40/B41, 3G UMTS: B1/B2/B5/B8, 2G GSM: B2/B3/B5/B8",128 GB,8 GB,1 TB,MicroSD,Dedicated Slot,Yes,50MP + 2MP,"Dual Camera Setup: 50MP Main Camera (f/1.8 Aperture, 0.63um Pixel Size, Quad Pixel Technology for 1.28um, PDAF) + 2MP Macro Vision Camera (f/2.4 Aperture, 1.75um Pixel Size, Fixed Focus), Features: Night Vision, Portrait, Live Filters, Panorama, Pro Mode (W/ Long Exposure), Dual Capture, Photo Burst Shot, RAW Photo Output, Active Photos, Auto Smile Capture, Google Lens Integration, Spot Color, Shot Optimization, Auto Night Vision, HDR, Timer, Assistive Grid, Leveler, Watermark, Barcode Scanner",Yes,16MP Front Camera,"Front Camera Setup: 16MP (f/2.4 Aperture, 1.0um Pixel Size)",Single LED Flash,Yes,Yes,Yes,"Rear Camera: Main Camera (FHD (at 30 fps)), Macro Camera (HD (at 30 fps))",Upto 4X,30 fps,Primary Camera,Yes,"2G, 3G, 4G","4G LTE, GSM, UMTS","4G, 3G, Wi-Fi",Yes,Type C Port (USB 2.0),Yes,v5.2,Yes,Wi-Fi 802.11 a/b/g/n/ac (2.4 GHz | 5 GHz),Yes,Yes,3.5mm,Yes,Yes,Nano Sim,Yes,"Accelerometer, Proximity Sensor, Ambient Light Sensor, Sensor Hub, Fingerprint Reader, E-Compass, SAR Sensor, Gyroscope","1 OS Upgrade, 3 Years SMRs","8 GB RAM Boost, 30W Device Charging Capable, Water Repellent Design, Display: Ambient Display, Gestures: Quick Capture, Fast Flashlight, Three Finger Screenshot, Sidebar, Double Press Power Key, Press and Hold Power Button","GPS, A-GPS, GLONASS, GALILEO, LTEPP, SUPL",Yes,Yes,6000 mAh,74.53 mm,163.49 mm,8.99 mm,196 g,1 Year on Handset and 6 Months on Accessories,1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAMSUNG Galaxy F15 5G (Groovy Violet, 128 GB)  (6 GB RAM)","₹12,999",4.2,"10 May, Friday","11,356 Ratings &","Handset, Data Cable (USB Type C-to-C), Ejection Pin, Quick Start Guide",SM-E156BLVGINS,Galaxy F15 5G,Groovy Violet,Smartphones,Dual Sim,Yes,Yes,Yes,Yes,,16.51 cm (6.5 inch),2340 x 1080 Pixel,Full HD+,ARM Mali G57 MC2,Super AMOLED,90Hz Refresh Rate,Android 14,Mediatek,MediaTek Dimensity 6100+,Octa Core,2.2 GHz,2 GHz,5G: N1(2100)/N3(1800)/N5(850)/N7(2600)/N8(900)/N28(700)/N66(AWS-3),128 GB,6 GB,1 TB,MicroSD,Hybrid Slot,Yes,50MP + 5MP + 2MP,"AR Zone, Food, Fun, Hyperlapse, Macro, Night, Panorama, Photo, Portrait, Pro, Slow Motion, Video",Yes,13MP Front Camera,"Front Camera Setup: 13MP Camera, Features: Fixed Focus",Back Flash,Yes,Yes,Yes,FHD (1920 x 1080) (at 30 fps),Upto 10X,30 fps,Primary Camera,Yes,"5G, 4G, 3G, 2G","5G, 4G LTE, WCDMA, GSM","5G, 4G, 3G, 2G",Yes,,Yes,v5.3,Yes,"802.11a/b/g/n/ac 2.4GHz+5GHz, VHT80",Yes,Yes,3.5mm,Yes,Yes,Nano Sim,Yes,"Accelerometer,Fingerprint Sensor,Gyro Sensor,Geomagnetic Sensor,Light Sensor,Virtual Proximity Sensing",4 OS Upgrade Expectation Count,,,Yes,Yes,6000 mAh,76.8 mm,160.1 mm,9.3 mm,217 g,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,1 Year,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Google Maps,Full Touch Capacitance,,Yes,No,Yes,No,Yes,Yes,"Google Chrome, Samsung Internet",Yes,Lithium Ion,,128 GB,,,,,No,399 PPI,Yes,16 Million,Yes,Yes,Yes,5.76 Mbps,"Google Chrome, Samsung Internet",No,Yes,No,Dual/Single,F Series,"MP3, M4A, 3GA, AAC, OGG, OGA, WAV, WMA, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA",No,"MP3, M4A, 3GA, AAC, OGG, OGA, WAV, AMR, AWB, FLAC, MID, MIDI, XMF, MXMF, IMY, RTTTL, RTX, OTA","MP4, M4V, 3GP, 3G2, AVI, FLV, MKV, WEBM",No,Manufacturing Defects Only,,,,,,,,,,,,
